State,City,Order_Date,Restaurant_Name,Location,Category,Dish_Name,Price_INR,Rating,Rating_Count
Rajasthan,Jaipur,29-09-2024,Food Junction,Central,Pizza,Margherita,149,4.1,2382
Maharashtra,Nagpur,11-09-2025,Food Junction,Andheri,South Indian,Idli,499,4.3,3408
Maharashtra,Nagpur,20-04-2025,Pizza Hut,MG Road,Pizza,Pepper Paneer,699,4.1,618
Uttar Pradesh,Noida,05-03-2024,Domino's,West,Beverages,Mango Shake,199,4.2,4797
Telangana,Hyderabad,21-12-2025,Pizza Hut,North,North Indian,Dal Makhani,149,3.8,2295
West Bengal,Kolkata,15-07-2024,Burger King,North,Burger,Aloo Tikki Burger,599,4.8,4147
Rajasthan,Jaipur,03-10-2025,Food Junction,North,Beverages,Mango Shake,249,3.5,2031
Delhi,New Delhi,02-01-2024,Biryani House,Koramangala,Chinese,Fried Rice,699,4.4,1901
Tamil Nadu,Madurai,07-07-2024,Roll Nation,Sector 18,North Indian,Paneer Butter Masala,149,5,4392
West Bengal,Siliguri,22-02-2025,Roll Nation,Sector 18,Beverages,Mango Shake,249,4.4,2318
Maharashtra,Mumbai,20-10-2025,Roll Nation,Sector 18,Biryani,Paneer Biryani,399,3.8,820
Telangana,Hyderabad,23-03-2024,Cafe Aroma,Koramangala,Dessert,Ice Cream,299,4.7,1349
Karnataka,Mangalore,07-05-2025,Domino's,Central,Dessert,Ice Cream,249,4.8,3506
Madhya Pradesh,Indore,11-06-2025,Roll Nation,Central,Dessert,Brownie,199,3.6,4191
Tamil Nadu,Chennai,04-02-2025,Spice Hub,Sector 18,Dessert,Brownie,349,4.7,3990
Delhi,New Delhi,16-08-2025,Royal Kitchen,South,North Indian,Paneer Butter Masala,249,3.8,3210
Maharashtra,Nagpur,12-09-2025,Subway,West,Chinese,Hakka Noodles,199,4.7,1295
West Bengal,Kolkata,10-09-2024,Royal Kitchen,North,Burger,Veg Burger,599,4.4,561
West Bengal,Kolkata,09-10-2025,Food Junction,North,Pizza,Pepper Paneer,149,4.7,4342
Delhi,New Delhi,16-10-2024,Spice Hub,MG Road,Chinese,Fried Rice,99,4.8,2545
West Bengal,Kolkata,16-09-2025,Roll Nation,Central,Pizza,Margherita,399,4,3150
Madhya Pradesh,Bhopal,31-12-2024,Spice Hub,East,Biryani,Hyderabadi Biryani,99,4.7,1662
Karnataka,Mangalore,05-09-2025,Subway,Sector 18,Dessert,Brownie,699,5,4007
Gujarat,Surat,22-05-2025,Food Junction,Central,Burger,Cheese Burger,249,4.4,4186
Gujarat,Surat,06-01-2025,Domino's,Koramangala,Biryani,Veg Biryani,499,3.6,1385
Karnataka,Bengaluru,18-07-2025,Biryani House,Sector 18,Chinese,Fried Rice,199,3.9,3773
Maharashtra,Mumbai,17-06-2024,Domino's,Koramangala,North Indian,Naan,699,3.9,3792
Rajasthan,Udaipur,16-07-2024,Spice Hub,Banjara Hills,Dessert,Brownie,199,4.9,3069
Tamil Nadu,Madurai,13-07-2024,Burger King,Banjara Hills,Dessert,Gulab Jamun,499,4.7,1898
West Bengal,Siliguri,09-07-2025,Tandoori Treat,Banjara Hills,Dessert,Gulab Jamun,349,4.6,3817
Rajasthan,Jaipur,26-01-2024,Spice Hub,Koramangala,Beverages,Cold Coffee,499,4.4,2921
Maharashtra,Pune,13-11-2024,Pizza Hut,South,North Indian,Dal Makhani,399,4.8,3036
Uttar Pradesh,Noida,18-02-2025,Tandoori Treat,Central,Chinese,Hakka Noodles,499,3.6,3513
Madhya Pradesh,Bhopal,08-05-2025,Royal Kitchen,South,South Indian,Vada,199,4.3,2351
Maharashtra,Pune,26-02-2024,Tandoori Treat,Central,Burger,Aloo Tikki Burger,499,4.3,4265
West Bengal,Kolkata,21-01-2024,Subway,Andheri,North Indian,Naan,99,4.7,711
Telangana,Warangal,08-05-2025,Royal Kitchen,Sector 18,Burger,Aloo Tikki Burger,199,3.5,4898
Maharashtra,Pune,09-07-2024,Pizza Hut,Sector 18,Chinese,Manchurian,99,4.1,3057
Uttar Pradesh,Lucknow,29-10-2025,Royal Kitchen,Central,Pizza,Margherita,299,4,2690
Madhya Pradesh,Bhopal,23-04-2025,Domino's,Sector 18,Burger,Aloo Tikki Burger,249,3.9,1075
Delhi,New Delhi,30-10-2025,Subway,East,Burger,Cheese Burger,249,4.6,182
Madhya Pradesh,Indore,11-10-2024,Royal Kitchen,Central,Pizza,Margherita,149,3.9,4990
Maharashtra,Pune,12-06-2025,Food Junction,Banjara Hills,Beverages,Lassi,99,3.7,455
Karnataka,Bengaluru,17-10-2024,Pizza Hut,Sector 18,Biryani,Paneer Biryani,499,4.3,2338
Tamil Nadu,Chennai,07-04-2025,Royal Kitchen,North,Chinese,Hakka Noodles,199,4.5,4853
Delhi,New Delhi,12-12-2025,Tandoori Treat,Central,Chinese,Manchurian,249,3.9,3129
Karnataka,Mangalore,16-10-2024,KFC,South,Dessert,Brownie,499,4.4,2510
Uttar Pradesh,Noida,27-11-2024,Pizza Hut,East,Chinese,Manchurian,499,4.7,3196
West Bengal,Siliguri,30-04-2024,Roll Nation,East,Burger,Cheese Burger,399,3.9,414
Rajasthan,Jaipur,13-04-2025,Domino's,Andheri,North Indian,Naan,149,4.8,2586
Tamil Nadu,Chennai,21-04-2024,Tandoori Treat,East,Pizza,Veg Farmhouse,299,3.5,3019
West Bengal,Siliguri,18-11-2024,Biryani House,MG Road,South Indian,Masala Dosa,199,4.2,527
Karnataka,Mysuru,01-09-2025,Royal Kitchen,East,Burger,Veg Burger,99,4.7,2734
West Bengal,Siliguri,11-10-2024,Cafe Aroma,Central,Chinese,Fried Rice,399,4.1,2189
Delhi,New Delhi,14-11-2024,Spice Hub,Central,Pizza,Margherita,399,4.6,1644
Maharashtra,Nagpur,14-02-2024,Royal Kitchen,North,Dessert,Ice Cream,499,4.2,4119
Karnataka,Bengaluru,07-11-2024,Food Junction,Andheri,Burger,Cheese Burger,299,4.3,2586
West Bengal,Kolkata,30-05-2025,Spice Hub,Koramangala,Pizza,Margherita,699,3.9,1085
Telangana,Warangal,29-07-2024,Roll Nation,Central,Dessert,Brownie,499,4.5,1142
Delhi,New Delhi,29-06-2024,Subway,East,Burger,Cheese Burger,699,4.5,3263
Karnataka,Bengaluru,25-02-2025,KFC,Banjara Hills,Burger,Veg Burger,699,4.5,273
Karnataka,Mangalore,29-12-2024,Roll Nation,MG Road,North Indian,Dal Makhani,699,4.5,927
Uttar Pradesh,Lucknow,08-08-2024,Subway,East,North Indian,Dal Makhani,499,4.7,2389
Madhya Pradesh,Indore,09-11-2025,Cafe Aroma,MG Road,Pizza,Margherita,399,4.4,4359
Karnataka,Bengaluru,04-10-2025,Subway,Sector 18,Beverages,Mango Shake,499,3.6,2438
West Bengal,Kolkata,17-08-2024,Roll Nation,Banjara Hills,Beverages,Cold Coffee,249,4.8,2474
Uttar Pradesh,Noida,22-01-2025,Roll Nation,North,Chinese,Hakka Noodles,349,4.2,1875
Telangana,Hyderabad,15-02-2024,Biryani House,East,North Indian,Naan,699,3.8,139
Telangana,Warangal,31-05-2024,Burger King,Banjara Hills,North Indian,Naan,299,4.4,3790
Tamil Nadu,Chennai,31-05-2024,Royal Kitchen,Central,Biryani,Hyderabadi Biryani,599,4.5,1346
Rajasthan,Jaipur,23-01-2025,Subway,Koramangala,Burger,Cheese Burger,349,3.7,2047
Tamil Nadu,Coimbatore,07-11-2024,Royal Kitchen,Sector 18,Dessert,Brownie,349,4.8,1185
Tamil Nadu,Chennai,19-07-2025,Food Junction,MG Road,Beverages,Cold Coffee,199,4.6,3375
Maharashtra,Pune,09-04-2025,Cafe Aroma,South,Dessert,Gulab Jamun,299,3.6,1580
Delhi,New Delhi,16-07-2025,Burger King,West,North Indian,Naan,299,4.6,601
Gujarat,Surat,02-06-2025,Spice Hub,Andheri,Beverages,Lassi,349,4.9,4278
Madhya Pradesh,Bhopal,28-03-2025,Royal Kitchen,North,Pizza,Margherita,699,4.6,1041
West Bengal,Siliguri,14-04-2024,Cafe Aroma,Banjara Hills,Biryani,Hyderabadi Biryani,299,4.6,2661
Rajasthan,Jaipur,02-02-2025,Food Junction,North,North Indian,Dal Makhani,149,4.8,4839
West Bengal,Kolkata,01-04-2024,Pizza Hut,East,Pizza,Margherita,499,4,2329
Telangana,Warangal,14-11-2024,Burger King,MG Road,Beverages,Cold Coffee,399,4.4,120
Delhi,New Delhi,12-07-2025,Cafe Aroma,North,Burger,Veg Burger,399,4.3,3780
Delhi,New Delhi,25-12-2025,Biryani House,West,Burger,Veg Burger,249,4,2993
Telangana,Warangal,01-04-2025,Roll Nation,South,Chinese,Manchurian,149,3.9,1697
Karnataka,Bengaluru,10-10-2024,Spice Hub,Andheri,North Indian,Paneer Butter Masala,199,3.8,2848
Delhi,New Delhi,09-10-2025,Tandoori Treat,Sector 18,Burger,Aloo Tikki Burger,99,3.8,1813
Gujarat,Ahmedabad,30-07-2024,Subway,West,South Indian,Vada,349,4.4,2512
Karnataka,Mangalore,19-11-2024,Spice Hub,North,Burger,Aloo Tikki Burger,599,3.9,2906
Karnataka,Mangalore,20-05-2024,Pizza Hut,North,Beverages,Lassi,199,4.7,2036
Delhi,New Delhi,11-07-2025,Royal Kitchen,South,Pizza,Pepper Paneer,249,4.6,4749
Telangana,Warangal,06-02-2025,Food Junction,South,Beverages,Mango Shake,249,4.9,1588
Gujarat,Vadodara,27-11-2025,KFC,South,North Indian,Dal Makhani,199,4.1,534
Telangana,Warangal,15-03-2024,Royal Kitchen,West,North Indian,Naan,249,4.9,4068
Maharashtra,Pune,27-11-2025,Spice Hub,North,Beverages,Cold Coffee,149,4.7,2997
Delhi,New Delhi,04-06-2024,Roll Nation,Central,Pizza,Pepper Paneer,699,4.7,2449
Madhya Pradesh,Indore,25-11-2024,Domino's,MG Road,Beverages,Mango Shake,149,4.8,674
Madhya Pradesh,Bhopal,06-06-2025,Royal Kitchen,South,South Indian,Vada,99,4,1268
Delhi,New Delhi,21-07-2024,Roll Nation,Koramangala,Biryani,Paneer Biryani,349,4.9,3317
Maharashtra,Mumbai,23-11-2024,Cafe Aroma,North,South Indian,Idli,499,3.6,160
Maharashtra,Pune,08-04-2025,KFC,South,Burger,Cheese Burger,599,3.8,4878
Tamil Nadu,Madurai,01-09-2025,Pizza Hut,Banjara Hills,North Indian,Paneer Butter Masala,299,4.8,4678
West Bengal,Siliguri,05-12-2025,Pizza Hut,Banjara Hills,Beverages,Cold Coffee,599,4.1,1721
Delhi,New Delhi,15-02-2025,Spice Hub,MG Road,North Indian,Paneer Butter Masala,499,4.9,267
Gujarat,Vadodara,20-07-2024,Spice Hub,Sector 18,Pizza,Margherita,349,4.1,3791
Gujarat,Surat,17-08-2024,Tandoori Treat,Banjara Hills,Beverages,Lassi,249,4.7,1541
Tamil Nadu,Coimbatore,26-08-2024,Tandoori Treat,West,Biryani,Hyderabadi Biryani,149,3.7,1914
Rajasthan,Udaipur,23-08-2024,Royal Kitchen,Sector 18,Dessert,Gulab Jamun,149,4.5,4790
Maharashtra,Mumbai,30-07-2025,Biryani House,MG Road,Beverages,Lassi,299,4.7,610
Maharashtra,Mumbai,22-09-2025,Food Junction,North,Pizza,Veg Farmhouse,199,4.5,3445
West Bengal,Siliguri,16-09-2025,Cafe Aroma,Central,Chinese,Manchurian,499,4.5,3407
Rajasthan,Jaipur,17-07-2025,Spice Hub,Andheri,Dessert,Gulab Jamun,299,4.8,1384
Madhya Pradesh,Indore,21-10-2024,Cafe Aroma,Central,Pizza,Veg Farmhouse,349,3.7,3557
Rajasthan,Jaipur,28-07-2024,Food Junction,Banjara Hills,North Indian,Dal Makhani,199,5,1376
Uttar Pradesh,Kanpur,04-06-2024,Subway,Sector 18,Beverages,Mango Shake,199,4.4,3192
Delhi,New Delhi,14-01-2024,Tandoori Treat,South,Pizza,Veg Farmhouse,99,4.6,845
Madhya Pradesh,Bhopal,31-01-2024,Tandoori Treat,MG Road,Burger,Aloo Tikki Burger,349,4.5,181
Karnataka,Mangalore,16-12-2025,Food Junction,Sector 18,Biryani,Hyderabadi Biryani,349,4.7,339
Rajasthan,Udaipur,05-02-2024,Tandoori Treat,Central,North Indian,Dal Makhani,699,4.1,2670
Tamil Nadu,Coimbatore,25-09-2024,Tandoori Treat,East,Burger,Aloo Tikki Burger,99,4,1454
Karnataka,Mangalore,06-05-2024,Cafe Aroma,Banjara Hills,Chinese,Fried Rice,199,4.5,3456
Delhi,New Delhi,12-02-2025,Royal Kitchen,East,Burger,Veg Burger,399,4,4917
Maharashtra,Pune,28-03-2024,Cafe Aroma,Koramangala,South Indian,Idli,99,4.7,3433
Delhi,New Delhi,29-05-2024,Food Junction,Banjara Hills,Chinese,Manchurian,499,4.5,2581
Gujarat,Vadodara,17-10-2024,Cafe Aroma,North,North Indian,Paneer Butter Masala,349,4.9,41
Gujarat,Surat,09-03-2025,Biryani House,North,Burger,Veg Burger,699,4.4,2174
Tamil Nadu,Madurai,03-03-2025,Pizza Hut,West,Dessert,Brownie,199,3.7,1969
West Bengal,Siliguri,15-07-2025,Domino's,West,Pizza,Veg Farmhouse,499,4.3,2713
West Bengal,Siliguri,13-05-2025,Food Junction,Koramangala,Pizza,Pepper Paneer,499,3.8,804
Uttar Pradesh,Noida,20-07-2025,Tandoori Treat,MG Road,Biryani,Veg Biryani,249,4.4,3678
Uttar Pradesh,Lucknow,24-10-2024,Roll Nation,East,Chinese,Manchurian,599,4.7,1148
Maharashtra,Mumbai,29-12-2025,Pizza Hut,Koramangala,Pizza,Veg Farmhouse,599,3.9,1789
Gujarat,Vadodara,31-10-2024,Domino's,South,North Indian,Dal Makhani,99,4.2,553
West Bengal,Siliguri,04-05-2025,Burger King,Koramangala,Chinese,Fried Rice,599,4.1,4653
Gujarat,Surat,13-12-2025,Domino's,Banjara Hills,Beverages,Cold Coffee,499,4.6,2021
Uttar Pradesh,Noida,29-12-2024,Royal Kitchen,Koramangala,Burger,Aloo Tikki Burger,149,4.2,4148
Delhi,New Delhi,28-03-2024,Domino's,Andheri,Beverages,Cold Coffee,199,4.8,4077
Rajasthan,Jaipur,24-03-2024,Royal Kitchen,South,North Indian,Dal Makhani,99,4.1,4739
Madhya Pradesh,Indore,07-12-2025,Biryani House,MG Road,Beverages,Lassi,199,4.8,3941
Gujarat,Surat,17-02-2024,Burger King,East,Biryani,Hyderabadi Biryani,399,3.8,3918
Delhi,New Delhi,19-11-2024,Tandoori Treat,West,Chinese,Hakka Noodles,299,3.6,4779
Maharashtra,Nagpur,27-01-2025,Domino's,North,North Indian,Dal Makhani,499,4.3,737
Telangana,Hyderabad,17-07-2024,Food Junction,Banjara Hills,Pizza,Pepper Paneer,499,4.1,2910
Tamil Nadu,Chennai,08-11-2025,Spice Hub,Banjara Hills,North Indian,Naan,699,4.4,3812
Karnataka,Bengaluru,31-08-2025,KFC,Banjara Hills,Pizza,Pepper Paneer,599,4.1,1391
Uttar Pradesh,Noida,11-08-2024,Domino's,Koramangala,Burger,Aloo Tikki Burger,199,4.2,1115
Gujarat,Surat,16-01-2024,Tandoori Treat,South,Chinese,Hakka Noodles,299,4.3,980
Delhi,New Delhi,28-07-2025,Roll Nation,Andheri,Burger,Cheese Burger,299,3.9,3955
Delhi,New Delhi,11-05-2025,Pizza Hut,Koramangala,Biryani,Paneer Biryani,599,4.8,1247
Telangana,Warangal,17-07-2025,Roll Nation,West,Chinese,Manchurian,349,3.9,2003
Rajasthan,Jaipur,05-11-2024,Royal Kitchen,Andheri,South Indian,Masala Dosa,399,4.7,237
Tamil Nadu,Coimbatore,16-03-2024,Food Junction,Sector 18,Pizza,Pepper Paneer,299,4.3,2259
Telangana,Hyderabad,29-05-2025,Tandoori Treat,Sector 18,Chinese,Fried Rice,499,4,4795
Karnataka,Mangalore,14-03-2024,Food Junction,West,Pizza,Margherita,199,4,4256
West Bengal,Siliguri,06-09-2024,Subway,North,Beverages,Lassi,399,4.7,355
Uttar Pradesh,Kanpur,17-07-2025,Domino's,Central,North Indian,Dal Makhani,599,3.7,2335
West Bengal,Siliguri,23-07-2024,Burger King,Sector 18,Chinese,Fried Rice,349,4.5,2127
Tamil Nadu,Coimbatore,11-02-2025,Spice Hub,South,Beverages,Mango Shake,699,4.9,3908
Maharashtra,Mumbai,13-01-2024,Royal Kitchen,MG Road,Pizza,Pepper Paneer,699,3.8,2833
Rajasthan,Udaipur,10-08-2024,Burger King,North,Dessert,Gulab Jamun,299,3.8,2465
West Bengal,Kolkata,24-10-2024,Roll Nation,East,Burger,Veg Burger,499,4.3,379
Telangana,Hyderabad,14-02-2025,Tandoori Treat,Central,North Indian,Paneer Butter Masala,299,4.7,75
Rajasthan,Jaipur,20-09-2024,Pizza Hut,North,Burger,Aloo Tikki Burger,99,4.3,3043
Karnataka,Bengaluru,22-03-2024,Biryani House,Banjara Hills,Pizza,Pepper Paneer,149,4.9,1108
Maharashtra,Mumbai,31-01-2025,Biryani House,MG Road,Pizza,Pepper Paneer,249,4.6,2671
Rajasthan,Udaipur,06-02-2024,Burger King,Central,Pizza,Margherita,249,4.7,1521
West Bengal,Kolkata,19-05-2024,Biryani House,Sector 18,Pizza,Veg Farmhouse,699,3.6,4464
Telangana,Warangal,22-10-2024,Royal Kitchen,Central,Beverages,Cold Coffee,699,4.9,2424
West Bengal,Kolkata,05-07-2024,Food Junction,Andheri,South Indian,Masala Dosa,249,4.6,2012
Gujarat,Vadodara,05-06-2025,Pizza Hut,Central,Beverages,Cold Coffee,299,3.5,4109
Delhi,New Delhi,09-08-2025,Pizza Hut,Koramangala,Burger,Aloo Tikki Burger,399,3.6,4341
Delhi,New Delhi,01-04-2025,Domino's,MG Road,Chinese,Hakka Noodles,399,4.8,4663
Gujarat,Vadodara,03-09-2024,Biryani House,East,Dessert,Brownie,149,4.3,1823
Uttar Pradesh,Lucknow,09-10-2025,Royal Kitchen,Banjara Hills,Beverages,Mango Shake,149,4.9,589
West Bengal,Siliguri,24-12-2024,Spice Hub,Koramangala,Chinese,Manchurian,149,4.5,4074
Delhi,New Delhi,08-07-2025,Spice Hub,East,Burger,Cheese Burger,599,4.4,761
Madhya Pradesh,Bhopal,11-05-2024,Tandoori Treat,Central,Chinese,Hakka Noodles,399,4.8,3154
Uttar Pradesh,Kanpur,26-06-2024,Royal Kitchen,Central,Biryani,Paneer Biryani,699,3.5,4477
Delhi,New Delhi,01-08-2025,Roll Nation,West,South Indian,Vada,199,3.6,3364
Tamil Nadu,Coimbatore,21-11-2025,Burger King,East,South Indian,Idli,299,4.2,4147
Delhi,New Delhi,29-10-2025,Royal Kitchen,Sector 18,Biryani,Paneer Biryani,199,4.9,4510
Madhya Pradesh,Bhopal,10-11-2024,Cafe Aroma,MG Road,Burger,Veg Burger,499,4.8,4183
Uttar Pradesh,Noida,01-07-2025,Tandoori Treat,MG Road,Pizza,Margherita,499,4.4,1298
Delhi,New Delhi,27-06-2025,Biryani House,Andheri,Biryani,Hyderabadi Biryani,249,4.4,3205
Delhi,New Delhi,06-07-2025,Royal Kitchen,Sector 18,North Indian,Paneer Butter Masala,699,4.5,2845
Tamil Nadu,Coimbatore,16-07-2025,Royal Kitchen,East,South Indian,Idli,349,4.9,3148
Rajasthan,Udaipur,10-10-2025,Pizza Hut,South,Pizza,Veg Farmhouse,349,3.6,4662
Telangana,Warangal,08-12-2025,Food Junction,Banjara Hills,South Indian,Masala Dosa,249,4.8,2530
Rajasthan,Jaipur,17-07-2025,Royal Kitchen,Andheri,Beverages,Lassi,249,4.8,4416
Gujarat,Ahmedabad,15-07-2025,Royal Kitchen,Central,Beverages,Mango Shake,349,4.5,3236
Telangana,Warangal,16-08-2024,Royal Kitchen,Andheri,Biryani,Paneer Biryani,349,4.8,3846
Uttar Pradesh,Noida,10-03-2025,Biryani House,North,Pizza,Pepper Paneer,349,4.3,3216
Gujarat,Ahmedabad,10-05-2024,Roll Nation,West,Beverages,Cold Coffee,499,4.9,2799
West Bengal,Kolkata,04-10-2024,Domino's,Sector 18,Pizza,Margherita,249,4.1,1347
Karnataka,Bengaluru,31-10-2025,Tandoori Treat,North,Chinese,Manchurian,249,4.9,755
West Bengal,Kolkata,30-10-2024,Cafe Aroma,Andheri,Biryani,Paneer Biryani,299,4.7,4357
Maharashtra,Pune,22-12-2025,Pizza Hut,Central,Chinese,Fried Rice,199,4.9,3807
Karnataka,Bengaluru,08-11-2024,Cafe Aroma,Banjara Hills,Beverages,Lassi,599,4,1838
Uttar Pradesh,Noida,24-09-2025,Pizza Hut,Andheri,Biryani,Paneer Biryani,699,4.3,658
Tamil Nadu,Madurai,07-01-2024,Royal Kitchen,East,Burger,Cheese Burger,399,5,3774
Rajasthan,Udaipur,14-10-2024,Food Junction,Central,Burger,Cheese Burger,299,3.8,4503
Karnataka,Mangalore,14-09-2024,Burger King,MG Road,Pizza,Veg Farmhouse,349,4.6,3665
Telangana,Hyderabad,01-06-2024,Biryani House,West,Biryani,Veg Biryani,99,4.6,1695
Delhi,New Delhi,31-03-2024,Biryani House,Banjara Hills,North Indian,Dal Makhani,199,4.7,508
Tamil Nadu,Madurai,15-03-2025,Royal Kitchen,East,Burger,Aloo Tikki Burger,249,4.9,4977
Karnataka,Mysuru,06-07-2025,Biryani House,Central,Dessert,Gulab Jamun,199,3.9,463
Tamil Nadu,Chennai,12-04-2024,Subway,South,South Indian,Idli,299,4.4,1220
Uttar Pradesh,Lucknow,22-02-2024,Tandoori Treat,West,Beverages,Mango Shake,99,3.5,617
Maharashtra,Mumbai,24-02-2025,Tandoori Treat,Koramangala,North Indian,Naan,499,4.2,693
Madhya Pradesh,Indore,19-03-2024,Burger King,North,Biryani,Hyderabadi Biryani,399,4.3,1484
Uttar Pradesh,Kanpur,23-11-2024,Domino's,Sector 18,Beverages,Mango Shake,199,4.1,119
Maharashtra,Pune,22-05-2025,Cafe Aroma,North,Biryani,Hyderabadi Biryani,199,5,363
Rajasthan,Udaipur,28-04-2024,Burger King,Banjara Hills,Burger,Cheese Burger,249,4.7,3435
Rajasthan,Udaipur,15-05-2024,Royal Kitchen,East,Dessert,Brownie,149,3.5,1452
Karnataka,Mangalore,24-10-2024,Roll Nation,Banjara Hills,Chinese,Manchurian,599,4.7,2075
Rajasthan,Udaipur,21-04-2025,Royal Kitchen,South,Biryani,Hyderabadi Biryani,399,4.8,3790
Tamil Nadu,Chennai,09-07-2025,Biryani House,Sector 18,North Indian,Paneer Butter Masala,599,4,748
Maharashtra,Nagpur,14-10-2024,Burger King,West,North Indian,Dal Makhani,349,4,1565
Tamil Nadu,Chennai,17-11-2024,Food Junction,Sector 18,North Indian,Dal Makhani,99,3.8,1792
Rajasthan,Udaipur,19-10-2025,Food Junction,South,Pizza,Margherita,599,4.4,2499
Madhya Pradesh,Bhopal,22-06-2025,Food Junction,East,North Indian,Dal Makhani,499,4.2,3850
Uttar Pradesh,Kanpur,27-03-2024,Pizza Hut,East,Pizza,Pepper Paneer,199,4.5,989
Uttar Pradesh,Lucknow,26-05-2024,Cafe Aroma,North,South Indian,Idli,599,3.9,4754
Delhi,New Delhi,15-03-2025,Tandoori Treat,South,Pizza,Pepper Paneer,199,4.4,1736
West Bengal,Siliguri,01-01-2024,Subway,Banjara Hills,Pizza,Margherita,299,3.7,4959
West Bengal,Siliguri,12-11-2025,Biryani House,East,Chinese,Manchurian,199,4.4,1447
Gujarat,Surat,10-06-2025,Cafe Aroma,Andheri,North Indian,Naan,299,4.3,4390
Delhi,New Delhi,09-05-2024,Food Junction,Central,North Indian,Naan,299,3.6,4928
Rajasthan,Udaipur,07-09-2024,Biryani House,Banjara Hills,South Indian,Idli,199,4.1,537
Maharashtra,Mumbai,23-05-2025,Tandoori Treat,Andheri,North Indian,Paneer Butter Masala,399,4.5,3966
Karnataka,Mysuru,19-01-2024,Burger King,Andheri,Burger,Veg Burger,599,4.2,2286
Gujarat,Surat,19-11-2025,Biryani House,North,Burger,Cheese Burger,149,4.2,3157
Gujarat,Ahmedabad,10-10-2024,Tandoori Treat,Andheri,Pizza,Pepper Paneer,249,4.8,3409
Karnataka,Mysuru,19-01-2025,Royal Kitchen,MG Road,Dessert,Brownie,349,3.5,3334
Tamil Nadu,Coimbatore,18-10-2024,Pizza Hut,MG Road,Dessert,Ice Cream,149,4.2,4203
Tamil Nadu,Madurai,23-11-2025,Royal Kitchen,North,Burger,Aloo Tikki Burger,349,4.9,789
Madhya Pradesh,Indore,10-01-2025,KFC,North,South Indian,Vada,299,4,2631
Maharashtra,Pune,03-02-2025,Roll Nation,Central,Beverages,Lassi,99,4.6,2915
Gujarat,Surat,19-06-2025,Subway,Central,Biryani,Hyderabadi Biryani,699,4.5,3512
Tamil Nadu,Madurai,24-05-2025,Royal Kitchen,Banjara Hills,Biryani,Hyderabadi Biryani,199,3.9,2916
Tamil Nadu,Coimbatore,13-07-2025,Food Junction,Sector 18,Chinese,Fried Rice,99,3.7,1707
Karnataka,Mysuru,21-01-2024,Burger King,Koramangala,Dessert,Ice Cream,299,4.5,2907
Madhya Pradesh,Indore,02-07-2025,Royal Kitchen,Andheri,Pizza,Pepper Paneer,299,3.9,363
Rajasthan,Udaipur,11-05-2025,Biryani House,Andheri,Pizza,Margherita,399,4.7,2485
Rajasthan,Udaipur,22-07-2024,Cafe Aroma,Koramangala,North Indian,Paneer Butter Masala,499,3.6,2758
Rajasthan,Udaipur,30-08-2024,KFC,Sector 18,Biryani,Paneer Biryani,299,3.6,3903
Madhya Pradesh,Bhopal,15-03-2025,Royal Kitchen,South,South Indian,Masala Dosa,599,4,4745
Uttar Pradesh,Noida,22-02-2025,Spice Hub,MG Road,North Indian,Paneer Butter Masala,299,3.8,4463
Madhya Pradesh,Indore,06-10-2024,Subway,Central,North Indian,Paneer Butter Masala,499,3.6,2192
Delhi,New Delhi,20-06-2024,Royal Kitchen,South,Dessert,Ice Cream,349,4.7,4927
Madhya Pradesh,Bhopal,28-01-2024,Roll Nation,Koramangala,North Indian,Naan,249,4.8,4913
Delhi,New Delhi,02-04-2025,Tandoori Treat,West,Chinese,Fried Rice,299,3.8,3985
Telangana,Warangal,16-05-2025,Food Junction,Central,South Indian,Masala Dosa,249,3.7,3578
Tamil Nadu,Chennai,10-12-2024,Royal Kitchen,East,Burger,Veg Burger,149,4.7,2721
Uttar Pradesh,Noida,14-04-2024,Pizza Hut,Central,Pizza,Margherita,499,4.5,1902
Telangana,Hyderabad,01-12-2025,Tandoori Treat,Banjara Hills,Pizza,Veg Farmhouse,99,4.5,2587
Delhi,New Delhi,21-12-2024,Pizza Hut,MG Road,Chinese,Manchurian,399,4.7,3153
West Bengal,Kolkata,17-01-2024,KFC,MG Road,Beverages,Cold Coffee,499,4.5,1602
Telangana,Hyderabad,27-01-2024,Roll Nation,North,North Indian,Dal Makhani,599,4.5,1570
Maharashtra,Pune,11-08-2025,Roll Nation,South,Burger,Aloo Tikki Burger,199,3.9,3996
Gujarat,Surat,25-01-2025,Pizza Hut,Central,Burger,Cheese Burger,499,4.6,1248
Rajasthan,Udaipur,29-09-2024,Cafe Aroma,Koramangala,Pizza,Pepper Paneer,149,4.1,4902
Tamil Nadu,Coimbatore,12-09-2025,Roll Nation,Banjara Hills,Pizza,Veg Farmhouse,199,3.8,3963
Rajasthan,Jaipur,26-09-2025,KFC,Central,Beverages,Lassi,149,4.3,1840
Gujarat,Vadodara,08-12-2025,Roll Nation,Koramangala,Chinese,Fried Rice,249,4.6,1197
Tamil Nadu,Madurai,21-03-2024,Food Junction,MG Road,Dessert,Brownie,499,4.9,2772
Uttar Pradesh,Kanpur,20-10-2025,Spice Hub,Sector 18,Chinese,Fried Rice,399,3.6,1834
West Bengal,Siliguri,25-11-2025,Pizza Hut,MG Road,Dessert,Gulab Jamun,499,4.7,3411
